GiftId,Latitude,Longitude,Weight
9451,-75.0081652877,52.6410508299,9.52698660205
98029,-75.0095560133,51.885555873,1
30092,-75.108886474,50.9512196059,15.6245363492
21829,-75.2932306034,51.4585647165,17.4116641724
52902,-75.3749201585,51.4203712132,1
62379,-75.5670385735,50.941583987,16.1397164287
56207,-75.7055983756,51.1289094291,15.1157393169
15586,-75.7909414728,51.6988188157,1
71421,-75.9688564405,52.2857635971,1.82853368523
96852,-75.9130290266,52.8309653071,1
18591,-76.2022299325,52.517018748,17.1436562099
54720,-76.6876395625,53.4236464777,10.7929029959
54709,-76.7898967104,54.4676396308,1
27512,-76.9078277078,55.5199267527,1.45704919065
85212,-77.2868738192,56.1111796127,1
79175,-77.4011738115,56.5100580229,30.1740536525
57679,-77.621856389,56.1356116953,20.0628398162
39106,-78.0733139336,55.1120084605,10.4426708035
50390,-78.2439944934,55.2965927865,30.4746829312
44616,-78.1875556221,56.0208233219,14.9619388203
4935,-78.1703971649,57.0873358682,17.7612747541
75085,-78.5221869364,57.928498323,14.6692787781
99194,-78.7080309551,58.098953691,1
3327,-78.711872506,57.6151759721,1
40091,-79.5283213925,57.7384683211,1
72483,-79.6567781117,55.167052237,1
22973,-79.5801364113,54.8007548171,1
12555,-79.5775313538,54.2929544629,14.3212745041
48512,-79.6331778163,53.552748369,5.73552214972
23275,-79.4265530258,54.0037708584,15.4255057702
8847,-80.0406728541,55.2405108974,1
47683,-80.2284141847,54.3179965854,1
44635,-80.3565670896,54.4732632266,10.0377414366
49720,-80.4282914897,55.161092422,1
93233,-80.554837763,55.0069563021,26.7520649374
64461,-80.7258138915,52.9992112842,11.327669535
94211,-80.7029680847,52.5840553806,1
54866,-80.8461756113,53.1355621745,1
55717,-80.9030798854,54.1447136423,2.58129408221
31759,-81.0925384057,54.9365445427,1
68622,-81.0338785628,55.7531203632,1
53243,-81.1642225922,57.3703642137,30.6039387299
83240,-81.0314413199,58.6524423945,14.2047214363
99308,-80.9551595995,60.9165628928,18.9991772978
44428,-80.7064430263,60.4622858332,1
80347,-80.4821299525,60.2208954997,30.8192149529
59448,-80.4094663508,62.0954285034,10.2940869154
95428,-80.242375487,62.0826041446,19.4572396351
19509,-80.1294655952,62.3302595157,1
60690,-79.9817976276,62.7428857551,20.428969428
70081,-79.9630728156,61.5180685859,26.9043837842
39532,-79.8797243862,60.5338408973,15.2827319049
31742,-80.1395279513,60.6181712512,7.38223834174
87061,-80.6358879159,62.1705030814,4.36341301522
87898,-80.7123306362,62.6708334201,3.50903752574
25695,-80.8833603766,63.6352277083,15.5322844634
81160,-81.054756739,63.3003619047,1
88231,-81.142474601,62.598458266,31.8394952486
2357,-81.2427538834,61.8275390979,1
92609,-81.4806435366,64.2083522455,1
31952,-81.3100979225,66.2627855396,11.0130958734
54997,-81.319376766,66.9849143649,24.1714641932
7824,-81.2001724656,66.6275783587,27.2270912822
17894,-80.8544008267,67.3883895192,1
88464,-80.6937894897,65.9142035995,22.6100054363
59417,-80.2574127709,65.1938893247,25.4897461786
84890,-80.7192411875,70.558009666,50
33657,-80.8162959893,71.2126692197,30.7421236446
87630,-81.2015657273,69.5651463874,1
1196,-81.2761788714,69.9172635979,35.2678563865
89614,-81.4348327208,70.6014823996,25.8827926532
97417,-81.604862731,71.1579485077,1
25546,-81.7219175587,69.9818986715,4.46099212556
35938,-81.6926379333,69.2704800974,28.5464945914
84271,-81.6855092102,67.6897429598,1
58049,-81.4458676935,68.83751874,1
23120,-81.9512660544,69.9250670289,27.5834608131
55219,-82.0881036557,70.2786050298,25.9009760688
92912,-82.2475193419,70.7859610902,19.4963311564
94277,-82.3032219381,71.8031558484,20.8163757802
14181,-82.1183951088,72.620841503,1
