GiftId,Latitude,Longitude,Weight
25257,5.27478989303,96.1167942534,6.67269892626
78080,5.24905380764,96.0176822535,1
78362,5.02159581264,96.2006686089,1
45687,4.88773371206,96.3390953724,1
5560,4.85791851998,96.6636561724,1
1486,4.78632015983,96.8431349416,1
72624,5.14887222513,96.8792297028,38.0362893392
7154,4.8577537991,97.2684583744,12.9386064531
78803,4.61768281233,97.2225455918,16.5052796553
57558,4.2694539425,97.1564552359,1
21482,3.98131768608,97.7609365071,1
59355,3.81296895262,97.9812963617,1
86852,3.89196002911,98.0895229476,34.749587632
98556,3.72918732543,98.1440194417,1
26926,4.10404824668,98.1646702372,1
11120,4.21764194666,98.0369346845,1
46731,4.32873398732,97.9124593411,11.4913716128
78677,4.44881304173,97.868719129,27.0895157874
49639,4.43491313845,98.0735112456,1
77596,4.31586107667,98.1847297775,17.3126633752
49590,4.02752985192,98.4231178628,7.39670715082
20558,3.8987857397,98.5226194651,48.2570565084
4024,3.42172218383,98.4616905094,9.25495040227
18465,3.26773645962,98.8115141053,24.4359452314
38068,3.0811526966,98.7220293459,10.4156890041
89724,2.75700875065,98.5738784056,19.7875880698
90682,2.71668273354,98.9867144878,1
28495,2.13611274,98.8833816882,14.6271119812
28686,2.12311000431,98.9323149619,39.408617391
28083,2.04678069785,99.0049212033,1
29301,2.0226618659,99.1141852801,1
31854,1.87841193486,98.7915428284,18.8571693829
63914,1.75424950783,98.694206926,9.11044715298
58385,1.5482016593,99.0639427026,1.43622920875
57827,1.51213932637,99.0705307269,20.4482113599
72183,0.937647840167,99.151294665,28.123504674
15512,0.692326711665,99.1093263984,43.383772356
98946,0.568105202569,99.1652000854,15.1048791183
72403,0.266610503028,99.4170318544,29.1530327794
92856,0.257562215548,99.6189193887,12.3269833888
62070,0.506458124606,99.9238842007,18.272471207
64167,-0.338898270533,100.899367288,1
29267,-0.731256004034,101.033442375,26.6351517221
79709,-0.92644262666,101.224972017,40.4827766629
37187,-0.814854628088,101.311799491,9.62259992934
74002,-0.6183016674,101.634501893,1
18028,-0.476110139906,101.727930201,7.31432857006
10991,-0.165865180221,101.693371656,1
34780,-0.089906996239,101.786295077,1
57251,-0.191414633229,101.965966378,50
19952,-0.0883720622824,102.311175329,11.1405589079
57968,-0.157605465125,102.44647075,1
14303,-0.520308197589,102.39281474,24.8869352814
7702,-0.69712025772,102.773158246,42.8844067968
18325,-0.422216436033,102.915119872,50
87546,-0.455019707049,103.145275537,11.3966230298
93933,-0.443809259138,103.320885694,13.955628841
10055,-0.261176380032,103.426051849,18.2854224006
51754,-0.0097493917682,103.374333082,1
39269,-0.109645123295,103.111187727,39.1962188651
83344,-0.188213442552,103.106485277,11.5045103911
846,-0.0973780947336,102.863525371,16.6281828701
3885,0.715685919438,102.583747408,27.6808634444
