GiftId,Latitude,Longitude,Weight
26450,-20.2002550437,-40.3063528499,9.0510282856
15635,-20.8836930718,-41.4394327414,42.7031435592
82330,-21.0196470512,-41.6278552616,23.4754090381
17642,-22.0549583146,-43.4055735039,1
26277,-22.1762730684,-43.8935646855,1
69992,-22.2707889001,-43.9829754077,1
41544,-22.3912214424,-43.9323272461,38.4869635174
65363,-22.5384903107,-43.8332561581,25.4355180345
60326,-22.6368722681,-43.7760943633,16.3332368821
89763,-22.8646674224,-43.7465002972,1
34817,-22.8979508774,-43.5449802688,1
94159,-22.5483023355,-43.3445279964,36.0087991797
9894,-22.6677574221,-44.319770329,1
1258,-22.6318595006,-44.451990748,4.46845532865
82332,-22.9466200392,-44.3804911182,46.6623571101
33676,-23.3405172545,-44.6185943598,42.3728084611
17323,-23.249885837,-44.9303613299,4.09653620196
88126,-23.331579574,-45.0547557381,1
89631,-23.0279231623,-44.8704578777,24.0708019408
96450,-22.8608235438,-45.0650761703,28.9108337792
2197,-22.9259483397,-45.3564248762,19.5116307393
46339,-23.1580954405,-45.6814943878,1
84085,-23.2927051371,-45.7823364044,32.5594486092
10948,-23.3910356515,-45.5034841181,50
33474,-22.9851401321,-46.0600578932,3.72802857942
24410,-22.8308083527,-46.2968775409,1
26834,-22.6139509709,-46.1525889331,1
29251,-22.479019056,-45.8824973853,18.7904708565
39044,-22.6636998613,-45.756035761,22.4330495495
89128,-23.4001236627,-46.9466520101,1
44993,-23.671112931,-47.2204947338,25.3728426874
75464,-23.8352796476,-47.6323644848,1
60510,-24.0392296949,-47.5424783139,19.409149574
42547,-24.2149179471,-47.6209673548,5.68470859756
4635,-24.5436524047,-47.6482181303,9.47708983438
93806,-24.7553113591,-47.8106762095,30.7308311542
22861,-24.9319612647,-48.6369820283,42.0380166736
28094,-25.2024125907,-48.6898409166,10.8065926843
71279,-25.3627762801,-48.5340805213,13.9484903526
21768,-24.2969342567,-49.4913591512,1
45149,-23.8804000777,-48.0708816543,6.71970591241
30016,-23.7397165487,-47.941312971,1
13165,-23.9388228418,-46.7935110159,21.1202403628
45924,-24.086386124,-46.6635639959,1
8144,-23.9344906028,-46.5420664887,2.75032237725
18038,-21.6810599801,-46.8419424607,1
79669,-24.5445729175,-52.5487588164,17.6947268299
57480,-23.9759597997,-53.2175675439,10.3687311546
36329,-23.8164777811,-53.4261015011,26.950948752
22381,-23.5814548204,-53.1715274073,1
23930,-23.7879146461,-54.1510152416,10.0453094219
40027,-23.9016684519,-54.2023453572,10.7772951335
21668,-23.6415454077,-54.349380101,1
1549,-23.8206202815,-54.5284015711,28.0136380609
51413,-23.7007455492,-54.7657985276,38.7967287269
50238,-23.5825182847,-55.0449152806,15.490236465
30279,-23.1659228728,-54.8012895134,13.7373930007
80773,-23.1050296719,-54.7989477385,33.600153045
48522,-24.2061611258,-54.867984355,45.3136566205
71543,-24.4492181592,-54.6938288189,16.3980051823
61016,-24.3187663894,-54.4731642762,1
99436,-25.0567903969,-54.1698775786,1
19770,-25.1555234594,-54.4577858812,18.540354365
55195,-25.1034979619,-53.7041315528,1
5507,-26.4066601264,-54.1522222991,1
86500,-26.5372891165,-54.1759585895,9.86188473791
64399,-26.5202788506,-54.2562818483,1
