GiftId,Latitude,Longitude,Weight
8647,66.9844214089,70.6656021277,21.3255060135
3781,66.8317849976,70.6502738227,44.5564881957
91796,66.7587897837,70.725001153,1
67528,66.7783605989,70.3209488187,2.11457449845
94215,66.323675866,68.0547532156,12.2017331562
56876,66.2342355916,67.9649924724,1.8662733577
45347,66.1475663862,67.7326135952,23.7231523841
1640,66.2911634714,67.6106955119,37.9139819649
85898,65.8132500801,67.4675542444,10.6198766062
44304,65.8870925818,68.2967700627,25.7199108327
44019,65.8051152456,68.3507936211,22.5353200675
11073,65.3539145298,67.5339894038,1
66033,64.9318782895,67.2143863673,1
47422,64.9050842987,67.1956040177,1
48789,64.2846226212,66.2410877363,50
76697,64.1081039083,65.1792349357,43.021117461
71322,63.9226833958,65.4344484488,36.6561433533
93114,63.7855462975,65.6795253326,38.4208056243
63463,63.5262043542,65.4751103901,22.2989710782
51888,63.4229844721,65.7180333745,45.02869496
22534,63.4578767564,65.9830408433,32.3425683008
71118,63.2824624299,66.2781454773,18.1226551416
14891,63.2495850018,66.893699203,1
21789,63.2190638654,67.3345655935,23.3942140357
30728,62.9726359098,67.962095839,16.3519521696
82896,63.0518454396,68.6023951576,46.370652179
6570,63.02014652,69.0238143721,20.8771059871
42681,62.8295950888,69.1318411873,21.2616693764
71882,62.4984537415,68.9735397059,27.8375773363
15799,62.4929344244,68.4871641952,3.67557448923
43211,62.348852224,68.38862255,1
57041,62.2302200565,68.6378241759,50
50055,62.0605962163,68.0972768077,9.47929167364
74315,62.2487951029,67.5372685148,5.83659483633
94735,62.4635966104,67.7336307019,1
71163,62.6325449615,68.1011423986,16.1125450369
75482,62.6857997131,67.5391884167,28.0222432781
3761,62.7723815042,67.2331507754,1
23332,62.3928187622,66.7709137432,24.2268207164
48828,62.2428898039,66.5460348522,20.5732633711
77148,62.4885879138,65.8899434494,30.733920522
76643,62.2923364509,65.4525771235,7.37228567477
31010,62.062817641,64.7255322035,22.0108297383
86700,61.8304014384,64.37782389,1
39427,62.0247191104,64.1075108792,19.3188954747
64655,62.3302425642,64.3151153201,21.9043569605
82635,62.4962718853,64.0702770266,3.12872117743
77171,62.9320880008,63.8201076061,27.3396789601
92323,63.0744265131,64.2777018219,13.8572929856
83260,63.3313293406,64.3079829414,1
35248,63.4020948889,64.0853633797,30.9103091183
