GiftId,Latitude,Longitude,Weight
61342,45.3060290765,132.319722721,25.4513647665
52614,42.7723469186,130.504293391,19.1353020035
74995,41.486583185,128.11350932,7.38171054434
9774,41.3724593253,128.055729432,3.32846411554
54169,41.3282953892,127.873849794,1
42960,41.2317229031,127.789740501,1
76590,41.2766293993,127.60798643,1
32176,41.044955272,127.649786884,10.0618456845
47834,40.9441991978,127.354810873,1
87627,40.9440513254,127.174414966,21.6302624033
59277,41.015033002,127.118299083,1
37975,40.7319184294,127.036380902,37.0304693662
73082,40.7386569666,126.907660085,8.92149476364
27572,41.0875779574,126.702378925,7.6869273926
61114,41.1183242399,126.572581263,45.5871206892
77984,41.17979884,126.583230904,1
79852,41.0763048047,126.493937362,29.7887252561
45337,40.8784392285,126.376923138,15.6808777889
75397,40.9958287731,126.085564303,1
60907,40.779606856,125.787430575,15.2162582926
39129,40.7247585685,125.852884171,32.0286505858
31530,40.6551295313,125.939540736,43.2253067446
62565,40.9696071573,125.663413358,38.6972853579
469,41.2545414526,125.368738506,27.482754389
89055,41.1040506161,124.554673292,22.231088395
87617,41.0168625647,124.543807469,10.1018168645
28777,40.9243173136,124.296165049,1
63680,41.1280399378,124.132701594,24.4520803131
6137,41.2249368065,124.432695332,6.8400768739
8901,41.3733933205,124.294486865,13.8015163049
52891,41.5270447348,124.507994169,1
8517,41.7810458129,124.349234927,1
30522,41.6706959688,124.106868369,33.1211892039
59784,41.6043340916,124.135369621,35.7018880138
55397,41.7405915447,124.037331652,1
47930,41.5642005193,123.925971165,1.71097116447
1623,41.4554052024,123.504845736,37.966048761
77814,41.2692430614,123.29909365,5.77036459791
58323,41.2021457823,123.413061181,9.12679590013
89986,41.2840022691,123.130935851,1
95721,41.4035577452,122.938438144,1
24660,41.4435861637,122.741052751,1
29749,41.7531922317,122.813099399,5.87478578345
60563,41.7657364598,122.710412463,1
98768,41.5683095175,122.349407271,29.6042149572
89722,41.2767401524,122.18255282,15.4875560614
51007,41.5558203838,121.78014403,8.59366349215
43509,41.4976841888,121.425279157,1
58788,41.2904491653,121.210001082,1
93733,41.2712092666,120.807100475,10.4615363986
88257,41.0859719183,120.646829697,15.1339263422
38825,40.9798465864,120.411414013,2.14640248432
95471,40.8375682424,120.384567457,35.3720928338
67472,40.6671225793,120.492757191,19.2592908342
5680,40.7315645528,120.638822924,1
33485,40.8790988237,120.775613846,23.3525266906
75828,40.76185349,120.890014904,46.0642076766
87226,41.0496598174,119.879740731,42.7979126046
39328,40.9225360222,119.607139972,42.4943170585
13302,40.7755529059,119.513711374,8.13037114012
58220,40.7919753031,119.299841675,1
27003,40.6559175492,119.133709263,24.610034458
21439,40.5609734235,119.308136965,1
8009,40.5666883567,119.536626916,7.77691512291
85536,40.8755527547,118.983218236,21.59714286
