GiftId,Latitude,Longitude,Weight
75984,63.7098802918,-115.38633449,1
25013,63.5507192002,-114.040905189,10.5691761671
96309,61.1291911845,-110.153527121,14.6089967721
24295,60.3539155585,-108.935698008,8.87856989428
65592,60.4488496649,-108.090702863,13.00128909
37065,60.6122263489,-108.114811781,1
2169,60.8034121479,-107.90942116,33.005241616
23411,60.622466454,-106.888576669,1
66271,60.8790256233,-106.433852109,14.5294107207
4068,60.345161312,-106.111026095,20.8162440607
4636,60.242353408,-105.84410083,21.8952780829
66880,60.0981256281,-105.657116485,29.1696718303
66558,60.2249850313,-105.150719351,1
78690,59.7563828162,-105.130690344,1
59424,59.7628527384,-105.337943647,4.66625146681
23085,59.6842743382,-105.9132657,31.5265695409
8504,59.7154965156,-106.024452911,21.1100338762
46503,59.4987015284,-105.934253076,22.4905954395
96985,59.3565897562,-106.167549171,12.2499519113
45931,59.1275190853,-106.732937752,1
78405,58.8519179929,-106.458941404,1
74488,58.7278473216,-106.550310939,20.868293285
14409,58.8061845545,-107.234902284,6.30169621785
13753,58.7740734031,-107.384071353,20.2832546008
35752,58.8652144553,-107.5015957,1
76517,58.7713503518,-107.613504702,43.7009801306
8028,58.9120766144,-107.751156751,30.481202002
89361,58.8443008723,-108.056122385,1
41283,58.7331970558,-107.971860926,3.96456036111
56853,58.2568415346,-108.436969754,1
8969,58.215192155,-108.236335469,1
91576,58.1772911439,-108.900153931,5.7931363359
47398,58.4381258361,-109.52164003,1
7539,58.5574746083,-109.495251881,12.6636655489
18536,58.1076952208,-110.098893079,1
99833,58.058420123,-110.60343282,20.7602238177
84877,57.8083456633,-110.057690529,20.7153055458
59294,57.5853817852,-110.09880021,16.3147052782
33399,57.1749737333,-110.298747354,1
23926,56.8286802634,-110.661692457,6.8589755373
5861,56.507289554,-110.332721142,1
99364,56.547122447,-109.888314291,28.306710278
21455,56.5090354173,-109.131722196,17.2151242068
51805,56.8469362268,-108.887601071,1
84956,56.926637731,-108.969970483,36.996223718
5160,56.7731322948,-108.105930066,32.7527493112
24140,56.6466629134,-108.021480489,27.9097028174
72801,56.3624827314,-107.987523578,4.26715958914
7455,56.3132979613,-107.416848188,1
31537,56.4518270391,-107.129809255,22.016573448
29443,56.4558859027,-106.56036212,1
98711,56.5094177628,-106.009692529,1
72031,56.432093928,-105.789460797,5.36013987309
62271,56.2358062136,-105.521097465,1
3285,56.0997472192,-105.425465411,21.9620515355
71692,56.071947265,-105.401094916,45.9557763249
35092,55.9536822489,-105.068581061,13.2321103528
780,55.8416002395,-105.355367078,6.34264802619
44207,55.4820636663,-106.082837805,7.41903109372
94970,55.5891710178,-106.242751245,6.57891103632
15365,55.3492024801,-106.300375427,9.33557117519
4447,55.2655974088,-106.158729753,41.0813655728
56009,55.1579713733,-106.408380203,28.4563890539
91151,55.2568658049,-106.50771256,10.5508810396
97812,55.0942416177,-107.090064166,1
78857,55.1241678505,-107.19553308,2.50297316392
15885,54.9734923753,-106.997071573,1
32903,54.9823119981,-107.424959393,1
24511,54.5986549933,-107.16866832,1
58871,54.1562121046,-107.278305922,28.8817648183
72455,53.944757523,-107.854115768,39.1809250278
29241,53.5868638079,-108.215577502,10.1216819161
55043,53.5554421226,-108.273085754,4.20882320295
11312,53.4285825311,-108.36074346,1
81916,53.1642353547,-108.396250756,1
31726,53.1457579299,-108.263322228,30.4643267258
