GiftId,Latitude,Longitude,Weight
56788,67.4743200643,-154.415543484,18.1953176277
30630,67.226594065,-154.197845304,29.6359816661
23493,66.9125215417,-155.097507474,11.3219174127
85131,66.8971716558,-155.434525162,16.9206313241
63142,66.7443784545,-155.216313685,2.21167727814
63803,66.5916440948,-155.212805965,1
43621,66.4238747608,-155.044826174,7.38670094921
86451,66.4503248205,-154.87836213,1
5621,66.257957331,-155.101554603,1
74421,66.3701662459,-155.413823167,1
71584,66.188731136,-155.826658998,18.4437465943
56846,66.0541579222,-155.911511352,9.49918680609
46189,65.7146203035,-155.913534067,8.62780661825
39026,65.6431033455,-156.736970238,1
1866,65.510124532,-156.883072765,18.8743092359
99535,65.3131410444,-157.119109041,22.3261251751
57259,65.1326645885,-157.076901571,20.0153138849
28437,65.087335308,-156.946793626,26.8294055886
61480,65.0785188906,-156.689506613,2.14560370567
50100,64.9650964921,-157.706391051,1
85184,65.1637301696,-157.863665097,26.6090856808
31902,64.9628366095,-158.529894797,7.9250432388
79455,64.8082940672,-158.420261113,14.3908272718
65017,64.6034931919,-158.578554101,10.5336686707
27153,64.6947178953,-157.743110385,1
99181,65.3718297662,-158.570994597,17.9221831161
88424,65.6612032245,-158.347295519,1
60931,65.5493457402,-157.574824228,16.1480865329
28247,65.5728691549,-157.528574811,25.8275003138
78772,65.7642564445,-157.358723558,33.5447737978
93721,65.7525102932,-157.097097315,6.57179419337
48980,65.9451520009,-157.13240482,22.3470963343
34253,66.0489690368,-157.719251157,24.4975977404
75376,66.231010962,-156.781141072,9.48610352459
2764,66.6159323332,-157.240056018,12.5561312419
19026,66.7579383904,-156.243047069,24.0100423223
19586,66.8218596649,-156.310990002,49.8489837937
16835,67.2038363279,-156.385110078,26.2726021682
76363,66.0636299965,-154.643803679,18.2386552937
5536,65.9559659394,-154.684472482,5.89104370171
57717,65.7019508112,-154.99837032,2.12508124586
90589,65.6089652911,-154.446754499,15.5655362748
81032,65.724309571,-153.518242973,1
27140,65.8744177495,-153.598580936,1
4774,66.2928628822,-153.877237232,22.064529983
45714,65.8619686882,-151.754534452,26.7788415353
55329,65.4994352417,-151.764889575,11.6860328354
35390,65.4222905231,-152.788669994,1
95260,65.0762404592,-152.676385939,1
9296,64.8255950385,-153.086031976,25.9922939
40740,64.7723101823,-153.271330901,24.7327203092
7712,64.5960641984,-153.301478896,1
47095,64.5866708036,-152.782709829,32.3250008796
75301,64.3666268291,-153.324643205,19.8460207304
22116,64.5653886068,-154.139432666,30.9527027871
10019,64.6135980598,-154.90581006,1
28510,64.8969325225,-154.637608103,4.82554100482
93911,65.1503619099,-154.562741982,25.5804759899
16368,65.1537652802,-154.678943494,1
91719,65.020969235,-155.235657891,23.0718108238
41569,64.9729817263,-155.231314367,35.1907850028
69526,65.1098311828,-155.443952206,38.0238668118
22714,64.9743338407,-155.666389205,1
41007,63.7607516178,-154.215035818,43.3860310981
98707,63.4497118506,-154.667641938,1
862,63.0569317397,-155.266574091,9.20867056304
3458,62.9706004452,-154.903706796,1
75069,62.7870391788,-155.078398712,6.71453076126
