GiftId,Latitude,Longitude,Weight
61394,65.8120774043,-45.8762402129,29.4777475919
48018,65.6122571031,-46.0357574299,6.30490788815
13200,65.5243944064,-45.9623324635,9.3916550669
54269,64.9049603886,-45.4321921726,46.2711574658
26373,64.3112606729,-44.6448162383,22.0426892478
40010,64.15957225,-44.8342437252,33.549052972
52940,64.2718781225,-44.1172658598,1
37953,64.0787659639,-43.9048446635,1
85840,63.8467647695,-44.1814514016,1
54224,63.6654118753,-44.3208959013,1
42166,63.6879196958,-44.5843439519,1
97953,63.8240414034,-45.1172810935,33.5675005853
20834,63.9783584275,-45.8293724022,22.8224522332
90330,64.0043338546,-46.2882337282,1
32722,64.1050821252,-46.4618379847,1
56470,63.5633565874,-46.1047822737,48.6297186537
79544,63.28236043,-45.8168278701,1.11060595358
70558,63.181920662,-45.3913765673,1
92867,62.8798802295,-45.7201580492,1
87847,62.8499252775,-45.8186512394,31.6167824704
88406,62.8115373402,-45.1670679764,1
955,62.6362602685,-45.0654859024,20.5636231403
61027,62.5993358907,-45.2883892243,1
71207,62.4422879668,-45.100075544,24.4487697061
89723,62.3355542199,-45.3290943423,18.6152989389
71131,62.4395564567,-46.171682432,50
50247,62.1820479731,-46.4434739376,15.0712618441
36019,61.875445108,-45.9778465813,1
25169,61.7047456431,-46.3915469644,1
52272,61.8944255763,-47.2555988295,1
58440,61.9042907037,-47.578832881,1
20441,61.8116175908,-47.53063695,1
18755,61.9254673874,-48.2284069662,50
4199,61.7558208504,-49.0110917857,1
60660,61.4553836892,-48.5091046144,35.7678489916
73215,61.3938394178,-47.2095317478,1
95806,61.3135892399,-47.1504738474,1
97269,61.0548264776,-47.5001644174,11.278450876
63157,60.856135607,-48.0191204762,29.3780451406
46416,61.1391198878,-46.3607474686,4.10943453805
66318,61.02313401,-45.7595930195,14.0117975676
68250,61.0151253732,-45.6017926245,38.1528469751
40419,61.0362873879,-45.1407497203,1
68522,60.774808259,-45.5250767895,47.0909362117
93725,60.6168744981,-45.9364990584,7.72246816466
1993,60.5923951034,-45.9082839991,1
6910,60.7740717868,-46.1245056081,50
34815,60.5183605123,-45.3514886738,16.2785025097
14537,60.5581015848,-45.2175499873,16.7728121164
39729,60.7451768894,-44.7508760036,18.1822948615
22390,60.7886157986,-44.6899433153,1
39572,60.7855478539,-44.146297208,1
858,60.6633810241,-44.1515243822,1
81381,60.7473776738,-43.8369585681,15.8240405598
32311,60.9246093962,-43.8199048691,20.9457874738
63072,60.9114780064,-43.5383620862,48.6170374318
81124,60.4471176971,-43.5371743369,1
66773,60.1923169995,-43.3499919311,21.2730102862
34864,60.0751396257,-43.1481043445,17.1665402486
97258,60.20215447,-44.0777216658,2.88629677055
41179,60.1579888012,-44.3216630891,1
82364,60.15181479,-44.5362247359,1
67771,60.0794004188,-44.5984127896,1
16908,60.2019145761,-44.7853351473,17.1912411156
36004,60.4663536889,-44.3557476177,1
43644,61.4469973805,-45.5370722758,37.9694109623
8292,61.7847965665,-44.8537829453,31.8892542177
