GiftId,Latitude,Longitude,Weight
374,22.0556019892,-159.456683204,1
45055,21.6008287366,-157.939875728,42.751943837
32910,21.4077667426,-157.756317109,1.01867397718
53584,21.1877658471,-157.035515967,26.4786274322
91841,20.2058450464,-155.768832124,24.8444973568
36731,19.8993552453,-155.630018989,1
67173,19.9517970608,-155.332389424,15.3098309466
76677,19.7655339006,-155.105621694,1
44217,19.6155501437,-155.155493735,9.62424962016
23150,19.3249236305,-155.637613364,1
21307,19.2025436306,-155.645258263,1
54006,19.4033950266,-155.743202768,27.7934712112
28102,19.1873951259,-155.87963559,1
61127,19.0439992766,-155.825919883,50
28280,19.8399903596,-155.939661264,1
