GiftId,Latitude,Longitude,Weight
5005,16.4898158976,33.5469578537,1
44140,15.535312352,34.3153137961,29.1501556164
18058,15.5357804882,34.4140471895,1
2068,15.3126234892,34.4268875585,15.305295093
59443,15.3179032071,34.5717755662,17.2298889923
36729,15.4140908191,34.69071638,24.6652099591
89624,15.6374848292,34.7801745577,1
61942,15.4430001656,35.0363166709,16.5958375531
27647,15.246199536,35.2202675439,1
28108,14.8449546018,35.2646520306,43.2365939257
48216,14.8234621534,35.4362632146,11.6147335085
23873,14.6401985381,35.5990628938,40.8688806745
10613,14.533072555,35.3111308752,45.8709975202
78810,14.545367671,35.287601275,26.1383319773
83148,14.5672441508,35.1400152453,11.5703674387
87797,14.3142184875,34.8545030801,26.3181486625
99417,14.282849708,34.5370095009,19.5825166833
86169,14.2151015832,34.4912681688,46.6379947021
33505,14.1158489202,34.3180106968,6.52002573389
49332,14.3837686816,34.3698774251,19.5048643412
47735,14.6963152436,34.0998233325,1
89169,14.6412805151,34.0030139224,1
85286,14.7594309535,33.9514235151,5.6757769549
10952,14.8919410004,34.1724091581,1
97905,15.1381102262,33.8812717659,30.5246914449
38700,14.863039794,33.7085382096,1
87039,14.8130616163,33.6812922902,1
77976,14.3069254536,33.4708091348,3.69498021678
72215,14.2230391789,33.719194153,5.11189966581
4503,14.048218024,33.5822989139,1
71299,13.8191350032,33.4856457914,17.793684467
71853,13.9143797844,33.2630015256,1
54388,13.9878353666,33.3032023881,16.8993951279
15160,14.3039816463,33.093539114,1
94084,14.542303615,32.668707276,1
74254,14.6525767661,32.417693016,1
96847,14.3929200127,32.2039948824,1
87873,14.9137954951,32.1112936106,2.49780345088
81679,14.9379213698,31.8865178537,43.2861003268
38826,15.0804133911,31.9271638208,1
13197,14.1386549404,31.2912600717,8.70750212034
44459,13.947588971,31.3718228369,1
26525,13.8601201117,31.1544237264,5.67641690992
68906,13.8541114383,31.0463182064,12.90556351
98243,13.9843359059,30.876548888,1
37436,13.5367908748,31.4419755026,36.428330344
49807,13.3554997441,31.4958897913,14.5060270657
52887,12.9859616011,31.5309598678,1
16949,12.935364362,31.4001883886,50
44600,12.6498131829,31.5725237493,8.33266402771
67069,12.4685374954,31.8062144789,24.526327396
98269,12.2581729472,31.5777183451,50
35360,12.2139058841,31.5292251123,1
44104,12.3910943752,31.2385639114,27.2523855844
23233,12.3135343186,31.1304910912,30.7775212755
74957,12.2428711371,31.0777110989,1
3424,12.4769779944,31.09596382,11.8451386232
20323,12.701211478,30.9916195616,1
9070,11.8235707443,31.2856215824,1
76197,11.7907969593,31.2928627271,1
77709,11.7349854827,31.4411901254,1
33390,11.8219099277,31.5369214329,15.5312537233
29331,11.906700036,31.7189043408,29.8107344929
48077,11.9312398986,31.7290175395,7.17401163743
35295,11.4122830285,31.9761717589,6.26098516467
64726,11.3344280642,31.9390379636,36.2511676021
42598,11.4305628984,32.2888310129,27.3463847625
6305,11.2841375221,32.4719956335,21.5311322485
58030,11.2337901368,32.4547462205,1
4863,11.2498124478,32.5848608501,7.55588538499
68399,11.2737763149,32.8759585656,1.84092893851
