GiftId,Latitude,Longitude,Weight
63630,47.9954680902,4.59508583706,13.7338095125
73548,47.7739639668,4.35104198658,9.18345208769
46723,47.7793711065,5.3148438596,7.56118515119
95346,46.199397214,5.15276613644,48.7432376097
35779,45.685768022,4.76838371886,1
65639,45.4562116163,5.09581430543,25.5260208073
55585,45.5814144813,5.23577040189,45.5981964003
57118,45.2083450369,5.69496820856,17.0717319732
18411,44.9305148484,5.50494703612,50
67838,44.8228530645,5.03140615072,1
17734,44.6864058269,4.86384399068,7.7003610589
58536,44.5404422188,4.44108098136,1
58428,44.3341167501,4.04526056852,43.237229866
939,44.1383084489,3.77558999969,1
19300,44.0329560503,3.9502115492,37.7405469565
1749,43.899748297,4.38321722831,50
69598,43.7529260597,4.39856870105,41.5148266394
49679,43.8385846095,4.69929703816,25.3676482319
55763,43.8572046775,4.98269414487,1
92937,44.0403073005,5.28442674126,1
36352,44.0154933079,5.67719705783,31.6158070475
95884,44.3957927685,5.82543939314,1
45495,44.364508941,5.10253774242,20.767701393
13453,44.201606973,4.80728286504,6.30020008767
70416,43.5986249604,5.3809699884,1
81616,43.3476479909,5.37547188831,43.4814400631
93688,43.5178526166,6.06734249925,1.11615721811
95040,43.5473579278,6.22321125645,22.6700003377
59786,43.483624105,6.60316106094,1
42898,43.7383207715,7.33602447682,10.1933017817
74154,43.7646131448,7.48381891729,11.2154851079
15728,44.0489668792,7.36974230503,11.4850621458
59576,44.1262770665,7.30603269921,1
21949,44.2837789018,7.23564278619,4.50872608476
41528,44.356456444,6.95117290291,17.5711209174
28100,44.3368682386,6.78302016923,12.1341945885
92751,44.10143354,6.48914132373,13.6289371862
28550,44.8388650162,6.66669946486,1
19164,45.0297067739,6.33472761951,25.3824152481
27907,45.1804118443,6.45256727268,21.306843689
24835,45.2309788145,6.72099821384,1
37654,45.2214077148,7.24602822668,1
7945,44.9586699964,7.10887435597,1
48369,44.597490499,7.4645578142,20.140390283
39154,44.6027894979,7.49067215518,1
64467,44.5350210691,7.42342224793,1
94918,44.4811403557,7.49533223077,33.0182371433
81665,44.5332024869,7.6391915482,1
86422,44.523072645,7.72076983586,1.28208482881
15563,44.448946771,7.8137130175,50
48837,44.2060430943,7.95609045089,36.7632564294
80420,44.2962508039,8.45075053203,11.989625606
25558,44.3805223039,8.58151267496,1
96097,44.5606116154,8.21476286552,11.3188099627
58498,44.7234837443,8.06849078575,1
85564,44.8099350368,8.14349043322,34.1112289189
49627,44.7092801119,7.62225142722,7.11112745241
12516,45.451868323,7.96718769751,12.0619805361
54899,45.4428600142,8.01810456801,1
58966,45.5114820894,7.97376168193,2.12489354655
61437,45.4493581574,6.21013362416,20.534135424
21120,45.1613527134,4.76502885419,10.6298623833
68740,44.9197479116,4.50168212028,10.5658959419
56006,45.6172875997,4.19247367289,10.9133855826
23488,45.982755584,4.24695579038,15.8613396193
62629,47.4268535949,2.91270283517,1
8819,47.184345883,1.39804675159,1
